conversation_id,timestamp,cognitive_layer_score,n_user_messages,n_characters,pid,n_words_first_message,n_sentences_first_message,mean_words_first_3_messages,mean_sentences_first_3_messages,dictionary_complexity,embedding_entropy,sentiment_polarity
gptchats_92,2023-03-20 19:26:45.022548+00:00,6,5,1250,99185488,9.0,1.0,7.333333333333333,1.0,19.0,4.989045119361339,-0.4699412691406905
gptchats_93,2023-03-20 19:54:29.077312+00:00,6,5,1116,99185591,6.0,1.0,6.0,1.0,17.0,3.4135856906663755,-0.9348893237765878
gptchats_94,2023-03-20 20:17:45.910651+00:00,7,6,1177,99185589,7.0,1.0,6.333333333333333,1.0,11.0,3.763866351400986,0.0822880649939179
gptchats_95,2023-03-20 21:04:03.879323+00:00,11,10,2321,99185649,12.0,1.0,9.0,1.0,24.0,5.042868493578226,-0.0167491342872381
gptchats_96,2023-03-20 22:23:03.314750+00:00,7,6,1373,99185450,5.0,1.0,5.333333333333333,1.0,13.0,3.793026104528886,0.0999350119382143
gptchats_97,2023-03-21 00:33:44.887436+00:00,11,10,2835,99185556,5.0,1.0,5.666666666666667,1.0,17.0,5.036713539700418,-0.0616704635322093
gptchats_98,2023-03-21 18:20:08.659490+00:00,8,7,1821,99185649,6.0,1.0,8.0,1.0,16.0,3.850565600801474,-0.28327970020473
gptchats_99,2023-03-21 18:20:25.710370+00:00,6,5,1170,99185448,6.0,1.0,9.333333333333334,1.0,20.0,3.604324116919604,-0.937168982811272
gptchats_100,2023-03-21 18:25:21.007782+00:00,7,6,1318,99186016,5.0,1.0,7.333333333333333,1.0,20.0,3.836008530960449,-0.2405267497524619
gptchats_101,2023-03-21 18:26:02.290772+00:00,6,5,1164,99185589,6.0,1.0,5.0,1.3333333333333333,12.0,3.619414918405164,-0.628547040745616
gptchats_102,2023-03-21 18:33:05.396801+00:00,6,5,922,99186016,7.0,1.0,7.666666666666667,1.0,19.0,6.4136571285570145,0.0264222174882888
gptchats_103,2023-03-21 18:41:38.328835+00:00,6,5,1203,99186016,6.0,1.0,5.666666666666667,1.0,16.0,3.575903148527342,-0.637694088742137
gptchats_104,2023-03-21 18:54:58.876712+00:00,6,5,1170,99185488,6.0,1.0,4.666666666666667,1.0,13.0,5.120624341335943,-0.9030060996301472
gptchats_105,2023-03-21 19:07:28.858107+00:00,6,5,1147,99185459,8.0,1.0,10.333333333333334,1.0,28.0,4.805095517660661,0.5416585234925151
gptchats_106,2023-03-21 19:58:09.825902+00:00,6,5,1190,99185591,6.0,1.0,6.333333333333333,1.0,15.0,2.894591473496906,0.0345730651170015
gptchats_107,2023-03-21 20:03:35.186413+00:00,7,6,1174,99185450,3.0,1.0,5.666666666666667,1.0,13.0,5.118622337326401,0.9525709151057526
gptchats_108,2023-03-21 23:26:35.647777+00:00,2,1,306,99185461,12.0,2.0,12.0,2.0,10.0,1.6932827698045296,-0.9683399712666868
gptchats_109,2023-03-21 23:53:43.453451+00:00,11,10,2517,99185556,6.0,1.0,7.666666666666667,1.0,17.0,5.056432180690927,-0.071751669049263
gptchats_110,2023-03-22 18:09:14.170775+00:00,6,5,1537,99186016,6.0,1.0,10.0,1.0,24.0,2.8281620372874627,0.0230281725525856
gptchats_111,2023-03-23 16:32:09.485393+00:00,6,5,1257,99133581,6.0,1.0,5.0,1.0,12.0,2.445392821171262,-0.0293729696422815
gptchats_122,2023-03-29 16:58:44.624281+00:00,2,1,169,99113767,3.0,1.0,3.0,1.0,3.0,0.0,-0.0417098524048924
gptchats_123,2023-03-30 07:15:38.388846+00:00,4,3,1172,99156620,7.0,1.0,6.666666666666667,1.0,15.0,0.9637265140622172,0.2447324143722653
gptchats_125,2023-03-30 10:14:13.974426+00:00,6,5,1119,99143660,9.0,1.0,12.0,1.3333333333333333,28.0,5.800348161081841,-0.8698256919160485
gptchats_126,2023-03-30 10:42:33.821964+00:00,5,4,855,99143660,6.0,1.0,9.0,1.0,23.0,2.865122855504243,-0.7711164820939302
gptchats_127,2023-03-30 11:25:03.881430+00:00,5,4,1114,99143660,7.0,1.0,7.0,1.0,17.0,5.495084333006127,0.1791069358587265
gptchats_128,2023-03-30 11:44:30.151558+00:00,5,4,1269,99143660,8.0,1.0,10.333333333333334,1.0,28.0,4.8275315346247805,-0.8301126540172845
gptchats_129,2023-03-30 11:54:41.745573+00:00,6,5,1326,99143660,6.0,1.0,9.333333333333334,1.3333333333333333,24.0,3.0339072635170794,-0.0324420761317014
gptchats_130,2023-03-31 13:42:45.692473+00:00,2,1,382,99156769,10.0,1.0,10.0,1.0,10.0,0.0,-0.6625962806865573
gptchats_131,2023-03-31 13:47:23.833327+00:00,3,2,482,99182520,6.0,1.0,7.5,1.0,12.0,2.8041403436162913,0.0220539718866348
gptchats_132,2023-03-31 15:40:24.915468+00:00,5,4,744,99156769,11.0,2.0,9.666666666666666,1.3333333333333333,28.0,1.892885518015232,-0.0129450559616088
gptchats_134,2023-04-13 17:51:24.903916+00:00,2,1,192,99156769,11.0,1.0,11.0,1.0,10.0,0.0,-0.0128610106185078
gptchats_135,2023-04-14 18:57:40.307791+00:00,10,9,1887,99185936,14.0,1.0,8.0,1.3333333333333333,23.0,5.513472004294433,-0.0868477709591388
gptchats_136,2023-04-17 21:54:20.076782+00:00,5,4,1233,99194928,8.0,1.0,10.333333333333334,1.3333333333333333,26.0,5.23640660149587,-0.3627548366785049
gptchats_138,2023-04-18 00:45:44.904629+00:00,3,2,517,99194928,8.0,1.0,7.0,1.0,14.0,4.007678930572852,0.0482226964086294
gptchats_139,2023-04-18 00:47:10.059164+00:00,5,4,929,99194928,9.0,1.0,14.333333333333334,2.0,33.0,1.8971340340596845,-0.8717563122045249
gptchats_140,2023-04-18 00:50:25.914644+00:00,3,2,595,99194928,22.0,3.0,14.5,2.0,24.0,4.868507908367903,-0.8200422041118145
gptchats_141,2023-04-18 00:52:10.688468+00:00,4,3,759,99194928,20.0,2.0,14.666666666666666,1.6666666666666667,38.0,0.7906391502761273,-0.9540293109603226
gptchats_142,2023-04-18 00:55:32.252393+00:00,4,3,982,99194928,21.0,3.0,12.333333333333334,2.0,33.0,0.9700652199759848,-0.839622579049319
gptchats_143,2023-04-18 00:58:39.379894+00:00,4,3,573,99194928,26.0,2.0,14.333333333333334,1.6666666666666667,39.0,4.2209652568712235,-0.8204417880624533
gptchats_144,2023-04-18 00:59:55.580623+00:00,5,4,849,99194928,8.0,1.0,14.666666666666666,1.6666666666666667,38.0,2.045656555282204,-0.3052714299410581
gptchats_145,2023-04-18 01:03:14.702930+00:00,3,2,663,99194928,19.0,3.0,18.5,2.5,35.0,0.0,-0.9694190677255392
gptchats_146,2023-04-18 01:05:49.625279+00:00,3,2,832,99194928,19.0,3.0,20.5,2.5,35.0,4.414680761094515,-0.8702578125521541
gptchats_148,2023-04-18 01:49:12.242449+00:00,3,2,591,99194928,25.0,2.0,20.5,2.0,37.0,3.666592380000453,-0.8498713676817715
gptchats_149,2023-04-18 01:51:31.698098+00:00,4,3,912,99194928,10.0,1.0,15.0,1.6666666666666667,39.0,3.5074926937423014,-0.6583537571132183
gptchats_150,2023-04-18 01:54:26.245199+00:00,5,4,936,99194928,10.0,1.0,11.666666666666666,2.0,32.0,2.0908055763112734,0.7724963305518031
gptchats_151,2023-04-18 10:08:27.499572+00:00,11,10,3685,99195064,12.0,1.0,15.0,2.0,36.0,5.105766143256003,0.5535945515148342
gptchats_153,2023-04-19 01:40:39.252753+00:00,4,3,917,99156769,8.0,1.0,7.666666666666667,1.0,20.0,2.4930089299532905,-0.1458738464862108
gptchats_154,2023-04-19 07:41:49.923053+00:00,7,6,1343,99156620,6.0,1.0,5.666666666666667,1.0,14.0,4.021104342517084,-0.9538817645516248
gptchats_155,2023-04-19 21:40:23.842029+00:00,2,1,304,99194928,6.0,1.0,6.0,1.0,6.0,6.021789689761222,-0.0508500225841999
gptchats_156,2023-04-20 07:50:47.787604+00:00,4,3,773,99195064,11.0,2.0,11.666666666666666,1.3333333333333333,22.0,6.628995732483678,-0.940642969449982
gptchats_157,2023-04-20 13:59:43.576596+00:00,6,5,1626,99113767,6.0,1.0,5.0,1.0,9.0,2.6054485237644807,-0.344564531929791
gptchats_158,2023-04-20 14:23:11.140121+00:00,3,2,1221,99156769,6.0,1.0,5.5,1.0,8.0,4.0779716773989545,-0.819441488943994
gptchats_159,2023-04-20 14:35:58.114423+00:00,8,7,2269,99140204,3.0,1.0,3.6666666666666665,1.0,11.0,5.805521369738382,-0.928011933574453
gptchats_160,2023-04-20 14:58:05.110169+00:00,9,8,3943,99195064,10.0,2.0,10.0,1.3333333333333333,24.0,6.230452556871734,-0.6476019062101841
gptchats_161,2023-04-20 14:59:59.626283+00:00,6,5,1283,99194928,21.0,3.0,14.0,1.6666666666666667,33.0,2.7304168298967113,-0.8681040699593723
gptchats_162,2023-04-21 08:16:10.675423+00:00,9,8,4134,99195064,15.0,2.0,18.0,2.0,38.0,5.461103804356182,-0.631863608956337
gptchats_163,2023-04-21 08:30:50.088439+00:00,7,6,4444,99195064,22.0,3.0,17.0,1.6666666666666667,41.0,5.344385093726683,-0.9315253656823188
gptchats_164,2023-04-21 16:58:11.857726+00:00,4,3,1120,99195064,10.0,1.0,9.333333333333334,1.3333333333333333,24.0,2.833078643064133,0.7671066233888268
gptchats_165,2023-04-23 13:29:21.361676+00:00,5,4,2789,99195064,36.0,3.0,27.0,2.3333333333333335,63.0,2.7866938244170014,-0.866495493799448
gptchats_166,2023-04-24 13:21:36.164629+00:00,4,3,1809,99133581,6.0,1.0,11.0,1.0,29.0,0.2009696285280086,-0.2962730647996068
gptchats_167,2023-04-24 14:03:23.576158+00:00,7,6,1577,99184919,5.0,1.0,8.0,1.0,18.0,4.520552232519769,0.4351161578670144
gptchats_168,2023-05-05 10:24:22.762217+00:00,3,2,1019,99194718,6.0,1.0,6.0,1.0,12.0,6.215869026845715,-0.9474632134661078
gptchats_201,2023-05-15 11:49:46.732498+00:00,2,1,706,99183291,6.0,1.0,6.0,1.0,6.0,0.0,-0.031680935062468
gptchats_204,2023-05-24 17:39:37.557213+00:00,3,2,458,99203146,6.0,1.0,8.5,1.5,17.0,0.0,-0.7093930668197572
gptchats_205,2023-05-24 20:11:46.727995+00:00,7,6,3670,99195204,4.0,1.0,5.666666666666667,1.0,15.0,4.524225160248745,-0.7731089740991592
gptchats_206,2023-05-25 08:42:59.402814+00:00,2,1,376,99140204,6.0,1.0,6.0,1.0,6.0,3.064938626661703,-0.9287393507547675
gptchats_207,2023-05-25 22:52:10.432838+00:00,11,10,2613,99195204,10.0,1.0,7.333333333333333,1.0,20.0,5.280773253360513,-0.6916761174798012
gptchats_208,2023-05-25 23:07:07.475851+00:00,5,4,2496,99195204,7.0,1.0,9.666666666666666,1.0,21.0,4.896324541395727,-0.9464218164794148
gptchats_209,2023-05-28 20:11:23.089313+00:00,5,4,1218,99195204,8.0,1.0,9.0,1.0,21.0,4.425371560692229,-0.9602560808416456
gptchats_210,2023-05-29 20:11:49.991211+00:00,11,10,2245,99195204,7.0,1.0,7.0,1.0,18.0,7.184288144691919,-0.3325407453812659
gptchats_211,2023-05-29 20:36:54.578518+00:00,5,4,1608,99195204,16.0,1.0,12.0,1.0,31.0,7.690818018836766,-0.9606945947743952
gptchats_212,2023-06-01 16:17:45.634050+00:00,2,1,191,99200654,2.0,1.0,2.0,1.0,1.0,1.9620948008655077,-0.9771595436614008
gptchats_213,2023-06-06 15:09:11.442250+00:00,11,10,5681,99204949,6.0,1.0,6.666666666666667,1.0,16.0,7.318773543203351,-0.8270677924156189
gptchats_214,2023-06-09 15:19:08.830953+00:00,5,4,1315,99204949,7.0,1.0,4.333333333333333,1.0,10.0,2.441597704497167,-0.9471404561772944
gptchats_215,2023-06-09 15:21:40.389705+00:00,6,5,1423,99204949,6.0,1.0,5.666666666666667,1.0,13.0,2.439785181532196,-0.9636993492022156
gptchats_216,2023-06-14 11:50:50.086760+00:00,9,8,1342,80210871,4.0,1.0,4.0,1.0,10.0,4.838631944149966,-0.973014518385753
gptchats_217,2023-06-14 13:23:27.258970+00:00,11,10,2367,80210966,6.0,1.0,3.6666666666666665,1.0,9.0,7.929417959915979,-0.3622010266408324
gptchats_218,2023-06-17 20:45:10.747459+00:00,2,1,508,99203146,7.0,1.0,7.0,1.0,7.0,0.0,-0.339307451620698
gptchats_219,2023-06-19 09:38:31.866106+00:00,8,7,2038,99176603,7.0,1.0,4.333333333333333,1.0,10.0,3.738521504698435,0.0145619516260921
gptchats_220,2023-06-23 17:02:48.376562+00:00,3,2,1581,80213749,4.0,1.0,4.0,1.0,8.0,0.0,-0.002476193010807
gptchats_221,2023-06-24 18:54:17.303296+00:00,2,1,484,99187292,6.0,1.0,6.0,1.0,6.0,0.0,-0.8051581881009042
gptchats_222,2023-06-27 15:23:41.172255+00:00,1,1,126,80214768,3.0,1.0,3.0,1.0,3.0,0.0,-0.0057823918759822
gptchats_223,2023-06-27 15:25:52.245287+00:00,2,1,104,80214768,3.0,1.0,3.0,1.0,3.0,0.5871531867620042,-0.0006923750042915
gptchats_224,2023-06-27 15:45:46.262140+00:00,2,2,258,80214768,1.0,1.0,1.0,1.0,2.0,0.0,0.2232973789796233
gptchats_226,2023-06-27 15:53:51.179407+00:00,2,1,88,80214768,3.0,1.0,3.0,1.0,3.0,0.0,-0.0057823918759822
gptchats_227,2023-06-27 16:05:06.269477+00:00,2,1,197,80210966,3.0,1.0,3.0,1.0,3.0,6.657759131867385,-0.8590339720249176
gptchats_228,2023-06-27 18:04:35.895883+00:00,2,2,345,80214822,4.0,1.0,6.0,1.0,11.0,5.914908009963395,-0.1187853962182998
gptchats_229,2023-06-27 21:02:35.239046+00:00,2,2,289,80214822,4.0,1.0,5.5,1.0,10.0,0.0,-0.959372237091884
gptchats_230,2023-06-28 13:57:24.131703+00:00,1,1,201,80215118,8.0,1.0,8.0,1.0,8.0,0.0,-0.9416549587622284
gptchats_233,2023-06-28 16:29:59.383011+00:00,1,1,187,80214991,1.0,1.0,1.0,1.0,1.0,0.0,-0.2072308138012886
gptchats_236,2023-06-28 16:39:00.346221+00:00,1,1,152,80214991,4.0,1.0,4.0,1.0,4.0,2.8514084615248176,0.8940339722903445
gptchats_244,2023-06-28 17:39:04.543814+00:00,5,5,1359,80214822,6.0,1.0,9.0,1.3333333333333333,23.0,2.6732072565746487,-0.9460966920014472
gptchats_245,2023-06-28 17:42:53.823459+00:00,4,3,693,80214822,15.0,1.0,7.666666666666667,1.0,20.0,6.0577380906453655,-0.3403589623048901
gptchats_246,2023-06-30 08:58:06.463131+00:00,1,1,341,80210426,9.0,1.0,9.0,1.0,8.0,5.245959338836569,-0.3040655888617039
gptchats_249,2023-06-30 15:32:27.121994+00:00,3,3,753,80215831,6.0,1.0,8.666666666666666,1.0,19.0,2.014414678835083,-0.9571431775111704
gptchats_250,2023-06-30 17:29:45.394597+00:00,1,1,328,80214822,5.0,1.0,5.0,1.0,4.0,2.7389498370108516,-0.9544905931688844
gptchats_253,2023-07-04 11:18:01.449959+00:00,2,1,476,80215831,4.0,1.0,4.0,1.0,3.0,2.87256929219863,-0.9711488459724932
gptchats_257,2023-07-04 15:04:55.845414+00:00,2,2,459,80210966,6.0,1.0,6.0,1.0,12.0,0.0,-0.9641075271647424
gptchats_259,2023-07-04 17:13:25.185033+00:00,4,4,1127,80210966,8.0,1.0,5.0,1.0,15.0,4.412623101212348,-0.940312227467075
gptchats_260,2023-07-04 19:05:27.921603+00:00,1,1,225,80210966,6.0,1.0,6.0,1.0,6.0,0.0,-0.9501964901573956
gptchats_261,2023-07-05 08:25:56.564646+00:00,2,2,358,99Apple,5.0,1.0,4.0,1.0,7.0,0.0,-0.975782877765596
gptchats_263,2023-07-05 12:28:07.617972+00:00,4,4,1202,80210966,5.0,1.0,6.666666666666667,1.0,20.0,7.597660341733107,-0.3526511061936617
gptchats_264,2023-07-05 14:13:41.410801+00:00,3,2,607,80217244,1.0,1.0,1.0,1.0,2.0,0.6555312333026669,0.410803331527859
gptchats_265,2023-07-05 14:35:04.369824+00:00,1,1,241,80210966,7.0,1.0,7.0,1.0,7.0,6.81900002989898,-0.9611485337372868
gptchats_266,2023-07-06 08:48:14.354208+00:00,3,2,1148,99217008,3.0,1.0,8.0,1.0,14.0,6.582228329168424,-0.8445060825906694
gptchats_267,2023-07-06 13:41:30.957860+00:00,2,1,517,99217660,10.0,1.0,10.0,1.0,10.0,0.0,-0.8047046111896634
gptchats_268,2023-07-06 15:32:01.951375+00:00,3,2,918,99217660,11.0,1.0,10.5,1.0,12.0,2.112010050601833,-0.7913563139736652
gptchats_269,2023-07-08 12:21:16.876168+00:00,2,1,625,99217008,1.0,1.0,1.0,1.0,1.0,1.6981235049697725,-0.9491532004904002
gptchats_270,2023-07-09 16:20:04.512935+00:00,2,1,201,99174074,6.0,1.0,6.0,1.0,6.0,0.0,-0.4017213592305779
gptchats_271,2023-07-11 19:51:40.390919+00:00,5,5,2707,80215118,7.0,1.0,63.0,2.3333333333333335,107.0,7.745528761132165,0.9904665751382709
gptchats_272,2023-07-11 08:40:51.909297+00:00,11,11,4080,99194718,7.0,1.0,12.0,1.3333333333333333,31.0,5.541821013314234,-0.682572491466999
gptchats_273,2023-07-11 09:18:03.027320+00:00,2,2,610,99194718,12.0,1.0,9.0,1.0,14.0,1.875219187717187,-0.942034253384918
gptchats_274,2023-07-11 09:22:05.422535+00:00,2,1,820,99194718,7.0,1.0,7.0,1.0,6.0,6.256436310218703,-0.7576429862529039
gptchats_275,2023-07-11 14:05:35.024215+00:00,4,3,1600,99194718,11.0,1.0,7.0,1.0,18.0,3.503138275444421,0.0654788445681333
gptchats_276,2023-07-11 14:51:59.060115+00:00,5,5,969,99171473,4.0,1.0,5.333333333333333,1.0,13.0,3.615293530000762,-0.9488132714759558
gptchats_277,2023-07-11 14:52:39.507710+00:00,5,5,1489,99195064,12.0,2.0,12.0,1.3333333333333333,28.0,8.200621083645173,0.6457431819289923
gptchats_278,2023-07-11 16:10:41.270429+00:00,2,2,550,80219153,13.0,1.0,13.5,1.0,23.0,2.7153443573424982,-0.946370463585481
gptchats_279,2023-07-11 18:00:16.413748+00:00,6,5,2410,99195064,19.0,1.0,16.0,1.3333333333333333,40.0,3.5780028060959443,-0.7115884888917208
gptchats_280,2023-07-11 18:04:18.526899+00:00,7,7,2828,99195064,14.0,2.0,14.333333333333334,1.3333333333333333,34.0,3.901181121136049,-0.1422310955822467
gptchats_286,2023-07-12 17:37:52.132648+00:00,6,6,2003,80215118,5.0,1.0,23.666666666666668,1.3333333333333333,54.0,3.527776379301344,0.9869675176450984
gptchats_287,2023-07-12 21:00:26.355909+00:00,9,9,3650,99195064,14.0,1.0,18.0,1.6666666666666667,49.0,5.230663147148678,-0.918206630507484
gptchats_290,2023-07-13 17:58:24.185589+00:00,9,9,6405,80215118,12.0,1.0,40.333333333333336,1.6666666666666667,64.0,5.521344323116445,-0.9523277911357582
gptchats_291,2023-07-14 09:52:37.734726+00:00,2,2,755,80210871,9.0,1.0,12.5,2.0,21.0,4.169190399136375,-0.7860817052423954
gptchats_292,2023-07-14 09:54:55.833639+00:00,4,3,1450,80210871,6.0,1.0,5.666666666666667,1.0,15.0,4.450381978378355,-0.7493668291717768
gptchats_293,2023-07-14 13:53:45.745687+00:00,5,4,2213,80210966,6.0,1.0,7.0,1.0,18.0,1.3071975317949174,-0.9142658496275544
gptchats_295,2023-07-14 14:04:50.107429+00:00,3,2,663,80210966,3.0,1.0,5.0,1.0,10.0,5.478238870168166,-0.2677380936220288
gptchats_296,2023-07-14 18:44:39.402016+00:00,8,8,2066,80214822,8.0,2.0,6.666666666666667,1.3333333333333333,18.0,7.65063174514304,-0.7550304317846894
